facility_id,FRS ID,fac_name,st_address,city,county,state,zipcode,lat,long,datum,industry,total_release
07430HWMDC300CO,1.10E+11,STRYKER ORTHOPAEDICS,300 COMMERCE CT,MAHWAH,BERGEN,NJ,7430,41.0833,-74.1537,NAD83,Miscellaneous Manufacturing,3712
07430HWMDC300CO,1.10E+11,STRYKER ORTHOPAEDICS,300 COMMERCE CT,MAHWAH,BERGEN,NJ,7430,41.0833,-74.1537,NAD83,Miscellaneous Manufacturing,2087
07430HWMDC300CO,1.10E+11,STRYKER ORTHOPAEDICS,300 COMMERCE CT,MAHWAH,BERGEN,NJ,7430,41.0833,-74.1537,NAD83,Miscellaneous Manufacturing,51
08902BRNTC1010J,1.10E+11,NEW BRUNSWICK PLATING INC,1010 JERSEY AVE,NEW BRUNSWICK,MIDDLESEX,NJ,8901,40.468745,-74.478183,NAD83,Fabricated Metals,0
08902BRNTC1010J,1.10E+11,NEW BRUNSWICK PLATING INC,1010 JERSEY AVE,NEW BRUNSWICK,MIDDLESEX,NJ,8901,40.468745,-74.478183,NAD83,Fabricated Metals,0
07083MRCNP610RA,1.10E+11,AMERICAN PRODUCTS CO,610 RAHWAY AVE,UNION,UNION,NJ,7083,40.697171,-74.299537,NAD83,Machinery,0
08037MSSRL5SEGG,1.10E+11,MASSARELLI&apos;S LAWN ORNAMENTS INC,500 S EGG HARBOR RD,HAMMONTON,ATLANTIC,NJ,8037,39.666363,-74.859163,NAD83,Nonmetallic Mineral Product,1139
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,1
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,0
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,384
07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,40.59741,-74.25741,NAD83,Chemical Wholesalers,341
